device,L,deadline_ratio,epsilon,skip_mode,policy,mean_energy_j_mean,mean_energy_j_std,violation_rate_mean,violation_rate_std,max_violation_run_mean,max_violation_run_std,burst_count_ge2_mean,burst_count_ge2_std,violation_state_bad_share_mean,violation_state_bad_share_std,selected_v_mean,selected_v_std
device_0,5,1.5,0.01,late,P2,0.06242266666666666,0.0008507841440302811,0.01,0.0,17.0,6.082762530298219,15.333333333333334,3.055050463303893,1.0,0.0,,
device_0,5,1.5,0.01,late,P2prime,0.06242266666666666,0.0008507841440302795,0.01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,
device_0,5,1.5,0.01,late,P3,0.06242266666666666,0.0008507841440302811,0.01,0.0,6.0,6.928203230275509,2.0,1.7320508075688772,1.0,0.0,400.0,519.6152422706632
device_0,5,1.5,0.05,drop,P0,0.05945856,0.0009506105625333679,0.05000000000000001,0.0,3.3333333333333335,0.5773502691896257,25.0,1.7320508075688772,0.21266666666666667,0.017473789896108222,,
device_0,5,1.5,0.05,drop,P1,0.06267066666666667,0.0008507841440302796,0.0,0.0,0.0,0.0,0.0,0.0,,,,
device_0,5,1.5,0.05,drop,P2,0.05423066666666667,0.0008507841440302844,0.05000000000000001,0.0,22.666666666666668,6.027713773341708,79.33333333333333,7.505553499465135,1.0,0.0,,
device_0,5,1.5,0.05,drop,P2prime,0.05423066666666667,0.0008507841440302844,0.05000000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,
device_0,5,1.5,0.05,drop,P3,0.054297066666666664,0.0008533713258209034,0.05000000000000001,0.0,9.666666666666666,4.163331998932266,93.66666666666667,5.131601439446884,0.9899999999999999,0.0020000000000000018,100.0,0.0
device_0,5,1.5,0.05,late,P0,0.06243176,0.0008458798363833982,0.05000000000000001,0.0,2.6666666666666665,0.5773502691896258,25.0,0.0,0.19266666666666665,0.01604161255402129,,
device_0,5,1.5,0.05,late,P1,0.06267066666666667,0.0008507841440302796,0.0,0.0,0.0,0.0,0.0,0.0,,,,
device_0,5,1.5,0.05,late,P2,0.06143066666666666,0.0008507841440302844,0.05000000000000001,0.0,22.666666666666668,6.027713773341708,79.33333333333333,7.505553499465135,1.0,0.0,,
device_0,5,1.5,0.05,late,P2prime,0.06143066666666666,0.0008507841440302844,0.05000000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,
device_0,5,1.5,0.05,late,P3,0.06143066666666666,0.0008507841440302844,0.05000000000000001,0.0,15.666666666666666,7.637626158259733,96.33333333333333,8.082903768654761,1.0,0.0,1000.0,0.0
device_0,5,1.5,0.1,drop,P0,0.056304,0.0007274967755255057,0.10000000000000002,0.0,3.6666666666666665,0.5773502691896258,88.0,8.660254037844387,0.20833333333333334,0.010408329997330665,,
device_0,5,1.5,0.1,drop,P1,0.06267066666666667,0.0008507841440302796,0.0,0.0,0.0,0.0,0.0,0.0,,,,
device_0,5,1.5,0.1,drop,P2,0.04579066666666667,0.0008507841440302834,0.10000000000000002,0.0,26.666666666666668,6.658328118479393,156.0,9.848857801796104,1.0,0.0,,
device_0,5,1.5,0.1,drop,P2prime,0.04579066666666667,0.0008507841440302746,0.10000000000000002,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,
device_0,5,1.5,0.1,drop,P3,0.04598543999999999,0.0009378162617485391,0.10000000000000002,0.0,13.333333333333334,2.0816659994661326,207.66666666666666,4.041451884327382,0.9853333333333333,0.007767453465154001,100.0,0.0
device_0,5,1.5,0.1,late,P0,0.06215730666666667,0.0008646997993138073,0.10000000000000002,0.0,4.0,1.0,102.33333333333333,4.932882862316246,0.207,0.0115325625946708,,
device_0,5,1.5,0.1,late,P1,0.06267066666666667,0.0008507841440302796,0.0,0.0,0.0,0.0,0.0,0.0,,,,
device_0,5,1.5,0.1,late,P2,0.06019066666666666,0.0008507841440302834,0.10000000000000002,0.0,26.666666666666668,6.658328118479393,156.0,9.848857801796104,1.0,0.0,,
device_0,5,1.5,0.1,late,P2prime,0.06019066666666666,0.0008507841440302795,0.10000000000000002,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,
device_0,5,1.5,0.1,late,P3,0.06019066666666666,0.0008507841440302811,0.10000000000000002,0.0,17.0,6.082762530298219,208.33333333333334,7.637626158259731,1.0,0.0,1000.0,0.0
device_0,5,2.0,0.01,drop,P0,0.06201850666666667,0.0008608813988775366,0.01,0.0,1.6666666666666667,0.5773502691896258,1.0,1.0,0.22,0.010000000000000009,,
device_0,5,2.0,0.01,drop,P1,0.06267066666666667,0.0008507841440302796,0.0,0.0,0.0,0.0,0.0,0.0,,,,
device_0,5,2.0,0.01,drop,P2,0.060982666666666664,0.0008507841440302834,0.01,0.0,17.0,6.082762530298219,15.333333333333334,3.055050463303893,1.0,0.0,,
device_0,5,2.0,0.01,drop,P2prime,0.060982666666666664,0.0008507841440302834,0.01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,
device_0,5,2.0,0.01,drop,P3,0.06099152,0.0008558133179613432,0.01,0.0,1.6666666666666667,0.5773502691896257,0.6666666666666666,0.5773502691896258,0.9933333333333333,0.0057735026918962545,10.0,0.0
device_0,5,2.0,0.01,late,P0,0.06262437333333333,0.0008559527550825138,0.01,0.0,1.6666666666666667,0.5773502691896257,1.0,1.0,0.18666666666666668,0.025166114784235832,,
device_0,5,2.0,0.01,late,P1,0.06267066666666667,0.0008507841440302796,0.0,0.0,0.0,0.0,0.0,0.0,,,,
device_0,5,2.0,0.01,late,P2,0.06242266666666666,0.0008507841440302811,0.01,0.0,17.0,6.082762530298219,15.333333333333334,3.055050463303893,1.0,0.0,,
device_0,5,2.0,0.01,late,P2prime,0.06242266666666666,0.0008507841440302795,0.01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,
device_0,5,2.0,0.01,late,P3,0.06242266666666666,0.0008507841440302811,0.01,0.0,6.0,6.928203230275509,2.0,1.7320508075688772,1.0,0.0,400.0,519.6152422706632
device_0,5,2.0,0.05,drop,P0,0.05947184,0.0010358400000000016,0.05000000000000001,0.0,2.3333333333333335,0.5773502691896257,23.666666666666668,4.509249752822894,0.21066666666666667,0.03500476158086687,,
device_0,5,2.0,0.05,drop,P1,0.06267066666666667,0.0008507841440302796,0.0,0.0,0.0,0.0,0.0,0.0,,,,
device_0,5,2.0,0.05,drop,P2,0.05423066666666667,0.0008507841440302844,0.05000000000000001,0.0,22.666666666666668,6.027713773341708,79.33333333333333,7.505553499465135,1.0,0.0,,
device_0,5,2.0,0.05,drop,P2prime,0.05423066666666667,0.0008507841440302844,0.05000000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,
device_0,5,2.0,0.05,drop,P3,0.054297066666666664,0.0008533713258209034,0.05000000000000001,0.0,9.666666666666666,4.163331998932266,93.66666666666667,5.131601439446884,0.9899999999999999,0.0020000000000000018,100.0,0.0
device_0,5,2.0,0.05,late,P0,0.06242266666666666,0.0008348745623944506,0.05000000000000001,0.0,3.0,0.0,24.0,2.0,0.19999999999999998,0.014422205101855956,,
device_0,5,2.0,0.05,late,P1,0.06267066666666667,0.0008507841440302796,0.0,0.0,0.0,0.0,0.0,0.0,,,,
device_0,5,2.0,0.05,late,P2,0.06143066666666666,0.0008507841440302844,0.05000000000000001,0.0,22.666666666666668,6.027713773341708,79.33333333333333,7.505553499465135,1.0,0.0,,
device_0,5,2.0,0.05,late,P2prime,0.06143066666666666,0.0008507841440302844,0.05000000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,
device_0,5,2.0,0.05,late,P3,0.06143066666666666,0.0008507841440302844,0.05000000000000001,0.0,15.666666666666666,7.637626158259733,96.33333333333333,8.082903768654761,1.0,0.0,1000.0,0.0
device_0,5,2.0,0.1,drop,P0,0.056255306666666664,0.0007863659049916492,0.10000000000000002,0.0,3.3333333333333335,0.5773502691896258,90.0,10.0,0.212,0.020952326839756955,,
device_0,5,2.0,0.1,drop,P1,0.06267066666666667,0.0008507841440302796,0.0,0.0,0.0,0.0,0.0,0.0,,,,
device_0,5,2.0,0.1,drop,P2,0.04579066666666667,0.0008507841440302834,0.10000000000000002,0.0,26.666666666666668,6.658328118479393,156.0,9.848857801796104,1.0,0.0,,
device_0,5,2.0,0.1,drop,P2prime,0.04579066666666667,0.0008507841440302746,0.10000000000000002,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,
device_0,5,2.0,0.1,drop,P3,0.04598543999999999,0.0009378162617485391,0.10000000000000002,0.0,13.333333333333334,2.0816659994661326,207.66666666666666,4.041451884327382,0.9853333333333333,0.007767453465154001,100.0,0.0
device_0,5,2.0,0.1,late,P0,0.062164746666666666,0.0008561747796643738,0.10000000000000002,0.0,3.0,0.0,91.66666666666667,8.326663997864532,0.204,0.007810249675906641,,
device_0,5,2.0,0.1,late,P1,0.06267066666666667,0.0008507841440302796,0.0,0.0,0.0,0.0,0.0,0.0,,,,
device_0,5,2.0,0.1,late,P2,0.06019066666666666,0.0008507841440302834,0.10000000000000002,0.0,26.666666666666668,6.658328118479393,156.0,9.848857801796104,1.0,0.0,,
device_0,5,2.0,0.1,late,P2prime,0.06019066666666666,0.0008507841440302795,0.10000000000000002,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,
device_0,5,2.0,0.1,late,P3,0.06019066666666666,0.0008507841440302811,0.10000000000000002,0.0,17.0,6.082762530298219,208.33333333333334,7.637626158259731,1.0,0.0,1000.0,0.0
device_0,10,1.5,0.01,drop,P0,0.062129173333333336,0.0002799319841199535,0.01,0.0,2.0,0.0,1.6666666666666667,1.1547005383792517,0.24333333333333332,0.040414518843273795,,
device_0,10,1.5,0.01,drop,P1,0.06281231999999999,0.00024378839348909696,0.0,0.0,0.0,0.0,0.0,0.0,,,,
device_0,10,1.5,0.01,drop,P2,0.06112432,0.00024378839348910257,0.01,0.0,27.333333333333332,6.5064070986477125,7.333333333333333,2.0816659994661326,1.0,0.0,,
device_0,10,1.5,0.01,drop,P2prime,0.06112432,0.00024378839348910257,0.01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,
device_0,10,1.5,0.01,drop,P3,0.06116858666666667,0.0002534822355379801,0.01,0.0,2.0,0.0,5.666666666666667,1.1547005383792517,0.9666666666666667,0.011547005383792535,10.0,0.0
device_0,10,1.5,0.01,late,P0,0.06276768,0.0002453362492580336,0.01,0.0,1.6666666666666667,0.5773502691896257,0.6666666666666666,0.5773502691896258,0.18000000000000002,0.04,,
device_0,10,1.5,0.01,late,P1,0.06281231999999999,0.00024378839348909696,0.0,0.0,0.0,0.0,0.0,0.0,,,,
device_0,10,1.5,0.01,late,P2,0.06256432,0.00024378839348910688,0.01,0.0,27.333333333333332,6.5064070986477125,7.333333333333333,2.0816659994661326,1.0,0.0,,
device_0,10,1.5,0.01,late,P2prime,0.06256432,0.00024378839348910688,0.01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,
device_0,10,1.5,0.01,late,P3,0.06256431999999999,0.0002437883934891084,0.01,0.0,2.6666666666666665,0.5773502691896258,5.666666666666667,1.1547005383792517,1.0,0.0,100.0,0.0
device_0,10,1.5,0.05,drop,P0,0.05968431999999999,0.00027248281854091,0.05000000000000001,0.0,3.3333333333333335,0.5773502691896257,25.0,1.7320508075688772,0.19999999999999998,0.027055498516937372,,
device_0,10,1.5,0.05,drop,P1,0.06281231999999999,0.00024378839348909696,0.0,0.0,0.0,0.0,0.0,0.0,,,,
device_0,10,1.5,0.05,drop,P2,0.05437232,0.00024378839348910417,0.05000000000000001,0.0,41.666666666666664,10.598742063723098,40.0,6.557438524302,1.0,0.0,,
device_0,10,1.5,0.05,drop,P2prime,0.05437232,0.00024378839348910604,0.05000000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,
device_0,10,1.5,0.05,drop,P3,0.05444757333333333,0.00026102323370407723,0.05000000000000001,0.0,13.333333333333334,1.1547005383792515,99.0,2.6457513110645907,0.9886666666666667,0.003055050463303899,100.0,0.0
device_0,10,1.5,0.05,late,P0,0.06256927999999999,0.0002523020412125096,0.05000000000000001,0.0,2.6666666666666665,0.5773502691896258,25.0,0.0,0.19600000000000004,0.006928203230275515,,
device_0,10,1.5,0.05,late,P1,0.06281231999999999,0.00024378839348909696,0.0,0.0,0.0,0.0,0.0,0.0,,,,
device_0,10,1.5,0.05,late,P2,0.06157232000000001,0.00024378839348910227,0.05000000000000001,0.0,41.666666666666664,10.598742063723098,40.0,6.557438524302,1.0,0.0,,
device_0,10,1.5,0.05,late,P2prime,0.06157232000000001,0.00024378839348910227,0.05000000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,
device_0,10,1.5,0.05,late,P3,0.06157231999999999,0.00024378839348910576,0.05000000000000001,0.0,19.666666666666668,6.658328118479393,99.0,3.605551275463989,1.0,0.0,1000.0,0.0
device_0,10,1.5,0.1,drop,P0,0.05659173333333334,0.00022392983663042647,0.10000000000000002,0.0,3.6666666666666665,0.5773502691896258,88.0,8.660254037844387,0.19733333333333336,0.0015275252316519473,,
device_0,10,1.5,0.1,drop,P1,0.06281231999999999,0.00024378839348909696,0.0,0.0,0.0,0.0,0.0,0.0,,,,
device_0,10,1.5,0.1,drop,P2,0.04593232,0.00024378839348910417,0.10000000000000002,0.0,48.333333333333336,5.686240703077327,86.0,7.54983443527075,1.0,0.0,,
device_0,10,1.5,0.1,drop,P2prime,0.04593232,0.0002437883934891052,0.10000000000000002,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,
device_0,10,1.5,0.1,drop,P3,0.04643253333333333,0.0003412555202972317,0.10000000000000002,0.0,45.0,6.928203230275509,128.33333333333334,2.309401076758505,0.9623333333333334,0.00929157324317759,1000.0,0.0
device_0,10,1.5,0.1,late,P0,0.062271679999999996,0.000236104885167581,0.10000000000000002,0.0,4.0,1.0,102.33333333333333,4.932882862316246,0.218,0.005196152422706636,,
device_0,10,1.5,0.1,late,P1,0.06281231999999999,0.00024378839348909696,0.0,0.0,0.0,0.0,0.0,0.0,,,,
device_0,10,1.5,0.1,late,P2,0.060332319999999995,0.00024378839348910604,0.10000000000000002,0.0,48.333333333333336,5.686240703077327,86.0,7.54983443527075,1.0,0.0,,
device_0,10,1.5,0.1,late,P2prime,0.060332319999999995,0.00024378839348910604,0.10000000000000002,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,
device_0,10,1.5,0.1,late,P3,0.060332319999999995,0.00024378839348910604,0.10000000000000002,0.0,34.333333333333336,16.289055630494154,139.66666666666666,17.03917055884274,1.0,0.0,4000.0,5196.152422706632
device_0,10,2.0,0.01,drop,P0,0.0622,0.00023607044372389563,0.01,0.0,1.6666666666666667,0.5773502691896258,1.0,1.0,0.19000000000000003,0.01732050807568877,,
device_0,10,2.0,0.01,drop,P1,0.06281231999999999,0.00024378839348909696,0.0,0.0,0.0,0.0,0.0,0.0,,,,
device_0,10,2.0,0.01,drop,P2,0.06112432,0.00024378839348910257,0.01,0.0,27.333333333333332,6.5064070986477125,7.333333333333333,2.0816659994661326,1.0,0.0,,
device_0,10,2.0,0.01,drop,P2prime,0.06112432,0.00024378839348910257,0.01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,
device_0,10,2.0,0.01,drop,P3,0.06116858666666667,0.0002534822355379801,0.01,0.0,2.0,0.0,5.666666666666667,1.1547005383792517,0.9666666666666667,0.011547005383792535,10.0,0.0
device_0,10,2.0,0.01,late,P0,0.06275941333333333,0.0002397568946523331,0.01,0.0,1.6666666666666667,0.5773502691896257,1.0,1.0,0.21333333333333335,0.020816659994661334,,
device_0,10,2.0,0.01,late,P1,0.06281231999999999,0.00024378839348909696,0.0,0.0,0.0,0.0,0.0,0.0,,,,
device_0,10,2.0,0.01,late,P2,0.06256432,0.00024378839348910688,0.01,0.0,27.333333333333332,6.5064070986477125,7.333333333333333,2.0816659994661326,1.0,0.0,,
device_0,10,2.0,0.01,late,P2prime,0.06256432,0.00024378839348910688,0.01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,
device_0,10,2.0,0.01,late,P3,0.06256431999999999,0.0002437883934891084,0.01,0.0,2.6666666666666665,0.5773502691896258,5.666666666666667,1.1547005383792517,1.0,0.0,100.0,0.0
device_0,10,2.0,0.05,drop,P0,0.059653333333333336,0.00017684519482681285,0.05000000000000001,0.0,2.3333333333333335,0.5773502691896257,23.666666666666668,4.509249752822894,0.20466666666666666,0.03711244175924473,,
device_0,10,2.0,0.05,drop,P1,0.06281231999999999,0.00024378839348909696,0.0,0.0,0.0,0.0,0.0,0.0,,,,
device_0,10,2.0,0.05,drop,P2,0.05437232,0.00024378839348910417,0.05000000000000001,0.0,41.666666666666664,10.598742063723098,40.0,6.557438524302,1.0,0.0,,
device_0,10,2.0,0.05,drop,P2prime,0.05437232,0.00024378839348910604,0.05000000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,
device_0,10,2.0,0.05,drop,P3,0.05444757333333333,0.00026102323370407723,0.05000000000000001,0.0,13.333333333333334,1.1547005383792515,99.0,2.6457513110645907,0.9886666666666667,0.003055050463303899,100.0,0.0
device_0,10,2.0,0.05,late,P0,0.06256101333333335,0.00025158714540559956,0.05000000000000001,0.0,3.0,0.0,24.0,2.0,0.20266666666666666,0.007023769168568479,,
device_0,10,2.0,0.05,late,P1,0.06281231999999999,0.00024378839348909696,0.0,0.0,0.0,0.0,0.0,0.0,,,,
device_0,10,2.0,0.05,late,P2,0.06157232000000001,0.00024378839348910227,0.05000000000000001,0.0,41.666666666666664,10.598742063723098,40.0,6.557438524302,1.0,0.0,,
device_0,10,2.0,0.05,late,P2prime,0.06157232000000001,0.00024378839348910227,0.05000000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,
device_0,10,2.0,0.05,late,P3,0.06157231999999999,0.00024378839348910576,0.05000000000000001,0.0,19.666666666666668,6.658328118479393,99.0,3.605551275463989,1.0,0.0,1000.0,0.0
device_0,10,2.0,0.1,drop,P0,0.056547466666666664,0.00016497872509306508,0.10000000000000002,0.0,3.3333333333333335,0.5773502691896258,90.0,10.0,0.20066666666666666,0.017387735140993305,,
device_0,10,2.0,0.1,drop,P1,0.06281231999999999,0.00024378839348909696,0.0,0.0,0.0,0.0,0.0,0.0,,,,
device_0,10,2.0,0.1,drop,P2,0.04593232,0.00024378839348910417,0.10000000000000002,0.0,48.333333333333336,5.686240703077327,86.0,7.54983443527075,1.0,0.0,,
device_0,10,2.0,0.1,drop,P2prime,0.04593232,0.0002437883934891052,0.10000000000000002,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,
device_0,10,2.0,0.1,drop,P3,0.04643253333333333,0.0003412555202972317,0.10000000000000002,0.0,45.0,6.928203230275509,128.33333333333334,2.309401076758505,0.9623333333333334,0.00929157324317759,1000.0,0.0
device_0,10,2.0,0.1,late,P0,0.06230639999999999,0.0002539726347463407,0.10000000000000002,0.0,3.0,0.0,91.66666666666667,8.326663997864532,0.204,0.004582575694955815,,
device_0,10,2.0,0.1,late,P1,0.06281231999999999,0.00024378839348909696,0.0,0.0,0.0,0.0,0.0,0.0,,,,
device_0,10,2.0,0.1,late,P2,0.060332319999999995,0.00024378839348910604,0.10000000000000002,0.0,48.333333333333336,5.686240703077327,86.0,7.54983443527075,1.0,0.0,,
device_0,10,2.0,0.1,late,P2prime,0.060332319999999995,0.00024378839348910604,0.10000000000000002,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,
device_0,10,2.0,0.1,late,P3,0.060332319999999995,0.00024378839348910604,0.10000000000000002,0.0,34.333333333333336,16.289055630494154,139.66666666666666,17.03917055884274,1.0,0.0,4000.0,5196.152422706632
device_0,20,1.5,0.01,drop,P0,0.06139434666666666,0.0010693767585530116,0.01,0.0,2.0,0.0,1.6666666666666667,1.1547005383792517,0.19000000000000003,0.055677643628300216,,
device_0,20,1.5,0.01,drop,P1,0.062006666666666675,0.0010055453710963683,0.0,0.0,0.0,0.0,0.0,0.0,,,,
device_0,20,1.5,0.01,drop,P2,0.060318666666666666,0.0010055453710963692,0.01,0.0,41.333333333333336,9.291573243177568,5.0,1.7320508075688772,1.0,0.0,,
device_0,20,1.5,0.01,drop,P2prime,0.060318666666666666,0.0010055453710963692,0.01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,
