device,rho,deadline_ratio,epsilon,skip_mode,policy,mean_energy_j_mean,mean_energy_j_std,violation_rate_mean,violation_rate_std,max_violation_run_mean,max_violation_run_std,burst_count_ge2_mean,burst_count_ge2_std,violation_state_bad_share_mean,violation_state_bad_share_std,boost_use_rate_mean,boost_use_rate_std,boost_use_rate_good_mean,boost_use_rate_good_std,boost_use_rate_bad_mean,boost_use_rate_bad_std,selected_v_mean,selected_v_std
device_0,0.75,1.5,0.01,drop,P2prime,0.07380677338962162,9.841574647985219e-05,0.01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0386,0.0007071067811865482,0.0,0.0,0.1873381283445627,0.006387481132711461,,
device_0,0.75,1.5,0.01,drop,P3,0.07390195784171408,0.0001446995680403415,0.01005,7.071067811865432e-05,2.0,0.0,1.0,0.0,0.985049504950495,0.007141078384260189,0.0388,0.0005656854249492419,0.0,0.0,0.18830323658548992,0.005716534227513462,10.0,0.0
device_0,0.75,1.5,0.01,late,P0,0.07719548608804408,7.978102295055216e-05,0.01,0.0,1.5,0.7071067811865476,0.5,0.7071067811865476,0.39,0.014142135623730963,0.04615,0.0007778174593051976,0.0,0.0,0.2239781012961034,0.007308826088881662,,
device_0,0.75,1.5,0.01,late,P1,0.07736976439196948,0.00011489687777580813,0.00215,7.071067811865494e-05,1.0,0.0,0.0,0.0,1.0,0.0,0.04645,0.0006363961030678914,0.0,0.0,0.2254284713288215,0.006645537634710715,,
device_0,0.75,1.5,0.01,late,P2,0.07543145947694446,9.502301406027448e-05,0.01,0.0,2.0,0.0,3.0,1.4142135623730951,1.0,0.0,0.0386,0.0007071067811865482,0.0,0.0,0.1873381283445627,0.006387481132711461,,
device_0,0.75,1.5,0.01,late,P2prime,0.0754318478843981,9.492107784620857e-05,0.01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0386,0.0007071067811865482,0.0,0.0,0.1873381283445627,0.006387481132711461,,
device_0,0.75,1.5,0.01,late,P3,0.07553048930896761,0.00011169252236366239,0.01005,7.071067811865432e-05,1.5,0.7071067811865476,1.0,1.4142135623730951,0.985049504950495,0.007141078384260189,0.03875,0.0006363961030678914,0.0,0.0,0.18806331336092175,0.006055836905625998,10.0,0.0
device_0,0.75,1.5,0.05,drop,P0,0.0733716035140879,1.18169767559215e-05,0.05,0.0,3.0,0.0,25.5,2.1213203435596424,0.228,0.0,0.0445,0.0009899494936611655,0.0,0.0,0.2159794047455354,0.008211857357813173,,
device_0,0.75,1.5,0.05,drop,P1,0.07696903537704826,0.00012825547059446384,0.00215,7.071067811865494e-05,1.0,0.0,0.0,0.0,1.0,0.0,0.04645,0.0006363961030678914,0.0,0.0,0.2254284713288215,0.006645537634710715,,
device_0,0.75,1.5,0.05,drop,P2,0.058290460057067436,0.00025854007823407626,0.05,0.0,4.0,0.0,73.0,11.313708498984761,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.75,1.5,0.05,drop,P2prime,0.05988470590890039,0.0004529070904616907,0.05,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.007,0.0008485281374238568,0.0,0.0,0.03393583336943562,0.0035814912716178133,,
device_0,0.75,1.5,0.05,drop,P3,0.06159497663342873,2.3937876826778964e-05,0.05,0.0,4.0,0.0,59.0,15.556349186104045,0.886,0.01131370849898477,0.01295,0.0009192388155425111,0.0,0.0,0.06287660176417736,0.005452484155145191,10.0,0.0
device_0,0.75,1.5,0.05,late,P0,0.07645408351713112,9.180628235003678e-05,0.05,0.0,2.5,0.7071067811865476,25.0,0.0,0.216,0.0028284271247461927,0.044700000000000004,0.0004242640687119284,0.0,0.0,0.2169282669584987,0.005482119030858656,,
device_0,0.75,1.5,0.05,late,P1,0.07736976439196948,0.00011489687777580813,0.00215,7.071067811865494e-05,1.0,0.0,0.0,0.0,1.0,0.0,0.04645,0.0006363961030678914,0.0,0.0,0.2254284713288215,0.006645537634710715,,
device_0,0.75,1.5,0.05,late,P2,0.06634719183263021,0.0002053289954954959,0.05,0.0,4.0,0.0,69.0,9.899494936611665,0.98,0.005656854249492385,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.75,1.5,0.05,late,P2prime,0.06739169463905173,0.00033103030410582283,0.05,0.0,1.0,0.0,0.0,0.0,0.902,0.01131370849898477,0.007,0.0008485281374238568,0.0,0.0,0.03393583336943562,0.0035814912716178133,,
device_0,0.75,1.5,0.05,late,P3,0.06697893538963731,0.00019502761087048117,0.05005,7.071067811864941e-05,3.5,0.7071067811865476,68.5,13.435028842544403,0.930067864271457,0.0029244016978412857,0.00385,7.071067811865478e-05,0.0,0.0,0.018685286655277182,0.0006379822681684405,100.0,0.0
device_0,0.75,1.5,0.1,drop,P0,0.0691847384804929,0.00010731349475652402,0.1,0.0,3.5,0.7071067811865476,87.5,9.192388155425117,0.23099999999999998,0.008485281374238568,0.0416,0.0004242640687119235,0.0,0.0,0.20188515141298063,0.005244707049019356,,
device_0,0.75,1.5,0.1,drop,P1,0.07696903537704826,0.00012825547059446384,0.00215,7.071067811865494e-05,1.0,0.0,0.0,0.0,1.0,0.0,0.04645,0.0006363961030678914,0.0,0.0,0.2254284713288215,0.006645537634710715,,
device_0,0.75,1.5,0.1,drop,P2,0.0499768760769602,0.00025440852392804843,0.1,0.0,8.0,1.4142135623730951,235.5,6.363961030678928,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.75,1.5,0.1,drop,P2prime,0.05172540437049264,0.0004552360331134356,0.1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.007,0.0008485281374238568,0.0,0.0,0.03393583336943562,0.0035814912716178133,,
device_0,0.75,1.5,0.1,drop,P3,0.052284479777051696,0.0020301455076351636,0.1,0.0,6.5,3.5355339059327378,168.0,60.81118318204309,0.8075,0.18596908345206192,0.0033499999999999997,0.0030405591591021546,0.0,0.0,0.016372699892069867,0.015011229965328592,55.0,63.63961030678928
device_0,0.75,1.5,0.1,late,P0,0.07515940637116761,4.492676570148044e-06,0.1,0.0,3.5,0.7071067811865476,104.0,5.656854249492381,0.2235,0.006363961030678933,0.04195,0.0009192388155425087,0.0,0.0,0.20360252138354,0.007673434952996713,,
device_0,0.75,1.5,0.1,late,P1,0.07736976439196948,0.00011489687777580813,0.00215,7.071067811865494e-05,1.0,0.0,0.0,0.0,1.0,0.0,0.04645,0.0006363961030678914,0.0,0.0,0.2254284713288215,0.006645537634710715,,
device_0,0.75,1.5,0.1,late,P2,0.06270890617863373,0.0001987868604027793,0.1,0.0,5.0,1.4142135623730951,160.0,8.48528137423857,0.7505,0.004949747468305877,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.75,1.5,0.1,late,P2prime,0.06393819208131174,0.0003372211035604477,0.1,0.0,1.0,0.0,0.0,0.0,0.612,0.005656854249492385,0.007,0.0008485281374238568,0.0,0.0,0.03393583336943562,0.0035814912716178133,,
device_0,0.75,1.5,0.1,late,P3,0.06303191414678283,0.0002518946306242131,0.10005,7.071067811864696e-05,6.5,0.7071067811865476,152.0,12.727922061357855,0.7231378621378621,0.0016091800674755048,0.00055,0.0003535533905932738,0.0,0.0,0.002655401498213408,0.0016735380374815112,100.0,0.0
device_0,0.75,1.5,0.15,drop,P0,0.06547061967295001,0.0001372413577618196,0.15,0.0,5.0,0.0,174.5,14.849242404917497,0.21733333333333332,0.01131370849898476,0.039349999999999996,0.0007778174593051976,0.0,0.0,0.19098029945432182,0.006788051419040603,,
device_0,0.75,1.5,0.15,drop,P1,0.07696903537704826,0.00012825547059446384,0.00215,7.071067811865494e-05,1.0,0.0,0.0,0.0,1.0,0.0,0.04645,0.0006363961030678914,0.0,0.0,0.2254284713288215,0.006645537634710715,,
device_0,0.75,1.5,0.15,drop,P2,0.04185635930104864,0.00025101855329824754,0.15,0.0,13.5,2.1213203435596424,359.5,3.5355339059327378,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.75,1.5,0.15,drop,P2prime,0.045079144939605104,0.00044086431221738293,0.15,0.0,1.0,0.0,0.0,0.0,0.7266666666666666,0.00377123616632827,0.007,0.0008485281374238568,0.0,0.0,0.03393583336943562,0.0035814912716178133,,
device_0,0.75,1.5,0.15,drop,P3,0.045837312867781095,0.0037717689096914537,0.15,0.0,9.0,7.0710678118654755,248.0,55.154328932550705,0.712,0.2291025971044414,0.00205,0.0017677669529663688,0.0,0.0,0.01001555851489643,0.008735295836707117,55.0,63.63961030678928
device_0,0.75,1.5,0.15,late,P0,0.07399051567636449,4.067340358835843e-05,0.15,0.0,5.5,0.7071067811865476,198.5,3.5355339059327378,0.21700000000000003,0.00801387685344753,0.03945,0.0004949747468305803,0.0,0.0,0.19145473056080348,0.005423182255563364,,
device_0,0.75,1.5,0.15,late,P1,0.07736976439196948,0.00011489687777580813,0.00215,7.071067811865494e-05,1.0,0.0,0.0,0.0,1.0,0.0,0.04645,0.0006363961030678914,0.0,0.0,0.2254284713288215,0.006645537634710715,,
device_0,0.75,1.5,0.15,late,P2,0.05945704392887575,0.00018579041723882313,0.15,0.0,10.0,1.4142135623730951,263.5,10.606601717798213,0.6566666666666666,0.0028284271247461927,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.75,1.5,0.15,late,P2prime,0.061321264686185165,0.00041152494046154493,0.15,0.0,1.0,0.0,0.0,0.0,0.6836666666666666,0.008013876853447559,0.007,0.0008485281374238568,0.0,0.0,0.03393583336943562,0.0035814912716178133,,
device_0,0.75,1.5,0.15,late,P3,0.060036671570285,0.0001983626405432123,0.15005000000000002,7.071067811867641e-05,15.5,0.7071067811865476,269.5,10.606601717798213,0.6884370419720186,0.0006180706841550705,0.00215,7.071067811865494e-05,0.0,0.0,0.010430420852177156,0.00017847520654398888,1000.0,0.0
device_0,0.75,2.0,0.01,drop,P0,0.061443640825578766,0.00011048294164427901,0.01,0.0,2.0,0.0,1.5,0.7071067811865476,0.17,0.042426406871192854,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.75,2.0,0.01,drop,P1,0.06203733033765608,0.00017006596324708646,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.75,2.0,0.01,drop,P2,0.060231899037950024,0.00016975948190340408,0.01,0.0,2.0,0.0,4.5,0.7071067811865476,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.75,2.0,0.01,drop,P2prime,0.06023273933530822,0.0001694240238497206,0.01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.75,2.0,0.01,drop,P3,0.060354024738045006,0.00018815275918526484,0.01,0.0,5.5,2.1213203435596424,5.0,0.0,0.9450000000000001,0.021213203435596406,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
device_0,0.75,2.0,0.01,late,P0,0.06198293689945768,0.00016663004075430596,0.01,0.0,1.5,0.7071067811865476,0.5,0.7071067811865476,0.16,0.014142135623730963,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.75,2.0,0.01,late,P1,0.06203733033765608,0.00017006596324708646,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.75,2.0,0.01,late,P2,0.061468900200682845,0.00016660653700721034,0.01,0.0,2.0,0.0,3.5,0.7071067811865476,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.75,2.0,0.01,late,P2prime,0.06146948057399791,0.00016667333784994425,0.01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.75,2.0,0.01,late,P3,0.06150098943932024,0.0001725638958231873,0.01,0.0,4.0,0.0,1.5,0.7071067811865476,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
device_0,0.75,2.0,0.05,drop,P0,0.058855158210545475,0.00011136413891524953,0.05,0.0,2.0,0.0,23.5,6.363961030678928,0.219,0.012727922061357866,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.75,2.0,0.05,drop,P1,0.06203733033765608,0.00017006596324708646,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.75,2.0,0.05,drop,P2,0.053362826002754035,0.00017115643661814192,0.05,0.0,4.0,0.0,73.0,11.313708498984761,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.75,2.0,0.05,drop,P2prime,0.053388483562036605,0.00017603456008022765,0.05,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.75,2.0,0.05,drop,P3,0.053635596476014506,0.0001961634634766942,0.05,0.0,5.5,2.1213203435596424,81.0,2.8284271247461903,0.986,0.005656854249492385,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
device_0,0.75,2.0,0.05,late,P0,0.061702081063906136,0.00014418298364943705,0.05,0.0,3.0,0.0,25.0,1.4142135623730951,0.197,0.004242640687119289,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.75,2.0,0.05,late,P1,0.06203733033765608,0.00017006596324708646,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.75,2.0,0.05,late,P2,0.05939543031556155,0.00015680685546917207,0.05,0.0,4.5,0.7071067811865476,81.0,1.4142135623730951,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.75,2.0,0.05,late,P2prime,0.059423001036103706,0.0001554438295424776,0.05,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.75,2.0,0.05,late,P3,0.05949281062710108,0.00016576408583523748,0.05,0.0,6.0,1.4142135623730951,88.5,0.7071067811865476,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0
device_0,0.75,2.0,0.1,drop,P0,0.055727145557384374,0.0004960400003955656,0.1,0.0,3.5,0.7071067811865476,95.0,7.0710678118654755,0.21500000000000002,0.024041630560342628,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.75,2.0,0.1,drop,P1,0.06203733033765608,0.00017006596324708646,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.75,2.0,0.1,drop,P2,0.0450492420226468,0.00016702488231211166,0.1,0.0,8.0,1.4142135623730951,235.5,6.363961030678928,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.75,2.0,0.1,drop,P2prime,0.04536963447820592,0.00016709848974249996,0.1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.75,2.0,0.1,drop,P3,0.04563883053580259,0.00014259477511146694,0.1,0.0,9.5,0.7071067811865476,212.5,4.949747468305833,0.9864999999999999,0.0007071067811865089,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
device_0,0.75,2.0,0.1,late,P0,0.06134063970879669,0.00013111257938016227,0.1,0.0,3.0,0.0,95.0,8.48528137423857,0.202,0.008485281374238549,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.75,2.0,0.1,late,P1,0.06203733033765608,0.00017006596324708646,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.75,2.0,0.1,late,P2,0.05707876372329449,0.00014223549420808954,0.1,0.0,8.5,3.5355339059327378,236.0,8.48528137423857,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.75,2.0,0.1,late,P2prime,0.05755772301786972,0.0001507302109113349,0.1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.75,2.0,0.1,late,P3,0.05723354824835593,0.00015145857004278954,0.1,0.0,12.0,1.4142135623730951,250.5,10.606601717798213,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0
device_0,0.75,2.0,0.15,drop,P0,0.05261048727281372,0.00017363790583361176,0.15,0.0,4.5,0.7071067811865476,182.0,15.556349186104045,0.21166666666666667,0.0032998316455372114,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.75,2.0,0.15,drop,P1,0.06203733033765608,0.00017006596324708646,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.75,2.0,0.15,drop,P2,0.037070304923557756,0.00014162811782945863,0.15,0.0,13.5,2.1213203435596424,359.5,3.5355339059327378,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.75,2.0,0.15,drop,P2prime,0.041417175887290714,0.00011613870582814637,0.15,0.0,1.0,0.0,0.0,0.0,0.7623333333333333,0.011785113019775868,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.75,2.0,0.15,drop,P3,0.03827895742200219,0.00021268551835776947,0.15,0.0,37.0,5.656854249492381,308.5,3.5355339059327378,0.9536666666666667,0.002357022603955213,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0
device_0,0.75,2.0,0.15,late,P0,0.06096524943097793,0.00019567053768557247,0.15,0.0,5.5,0.7071067811865476,188.0,2.8284271247461903,0.203,0.0032998316455372214,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.75,2.0,0.15,late,P1,0.06203733033765608,0.00017006596324708646,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.75,2.0,0.15,late,P2,0.055331002176272334,0.00012742869085815325,0.15,0.0,17.0,0.0,366.0,2.8284271247461903,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.75,2.0,0.15,late,P2prime,0.05751031252016644,0.000140199277218988,0.1058,0.0002828427124746124,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.75,2.0,0.15,late,P3,0.055870010975184126,5.3560955704564345e-05,0.15,0.0,21.5,6.363961030678928,328.0,12.727922061357855,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0
device_0,0.975,1.1,0.15,drop,P0,0.11762166200643986,0.0011009868211054894,0.15,0.0,8.5,0.7071067811865476,253.5,2.1213203435596424,0.5613333333333334,0.024513035081133616,0.14129999999999998,0.004808326112068533,0.02738813661710858,0.0028828549261507358,0.5867273127090495,0.005139440280836926,,
device_0,0.975,1.1,0.15,drop,P1,0.12807911817652712,0.0007959291855502566,0.07345,0.0036062445840513878,7.0,0.0,165.0,16.97056274847714,1.0,0.0,0.15410000000000001,0.004525483399593887,0.029960851222533467,0.002459420623624943,0.6395213418515561,0.0064416909730155725,,
device_0,0.975,1.1,0.15,drop,P2,0.09842559654421221,0.0021754450141051093,0.15,0.0,20.0,0.0,302.5,20.506096654409877,1.0,0.0,0.07755000000000001,0.008131727983645289,0.029960851222533467,0.002459420623624943,0.26326342835318217,0.023016999665372354,,
device_0,0.975,1.1,0.15,drop,P2prime,0.10350616446682517,0.000837853092258532,0.15,0.0,7.0,0.0,165.0,16.97056274847714,0.7103333333333333,0.029698484809834984,0.09775,0.002333452377915605,0.0007556380219931622,0.0005388332533432028,0.4770132402810088,0.005530217786266806,,
device_0,0.975,1.1,0.15,drop,P3,0.10930486027574587,0.00518866646014516,0.15065,0.0009192388155424988,19.0,16.97056274847714,189.0,43.840620433565945,0.595352500550782,0.08671132528668073,0.1227,0.021354624791833737,0.01087550678672174,0.0031948826265634786,0.5587168558962072,0.07522876170630298,55.0,63.63961030678928
device_0,0.975,1.1,0.15,late,P0,0.13223499154889218,0.0017061195871891737,0.15,0.0,8.5,2.1213203435596424,246.0,9.899494936611665,0.5656666666666667,0.021213203435596444,0.14055,0.0045961940777125634,0.027259003310405178,0.001993832471650965,0.583496811453306,0.0026085932954088105,,
device_0,0.975,1.1,0.15,late,P1,0.13932830971662744,0.0013457569982376863,0.07345,0.0036062445840513878,7.0,0.0,165.0,16.97056274847714,1.0,0.0,0.15410000000000001,0.004525483399593887,0.029960851222533467,0.002459420623624943,0.6395213418515561,0.0064416909730155725,,
device_0,0.975,1.1,0.15,late,P2,0.116449492595178,0.0022523836538343887,0.15,0.0,15.0,0.0,309.0,5.656854249492381,0.841,0.01178511301977579,0.07755000000000001,0.008131727983645289,0.0,0.0,0.38026891427380993,0.028039820481238032,,
device_0,0.975,1.1,0.15,late,P2prime,0.12045615647005237,0.0013148446748342847,0.15,0.0,7.0,0.0,165.0,16.97056274847714,0.7103333333333333,0.029698484809834984,0.09775,0.002333452377915605,0.0007556380219931622,0.0005388332533432028,0.4770132402810088,0.005530217786266806,,
device_0,0.975,1.1,0.15,late,P3,0.12550873905503712,0.004328479065606843,0.15055000000000002,0.000777817459305205,16.5,13.435028842544403,201.0,31.11269837220809,0.5770611074343701,0.06826723655225139,0.12505,0.01930401512639274,0.010313568724783678,0.003989583054969938,0.57267542793653,0.061601674926639496,55.0,63.63961030678928
device_0,0.975,1.2,0.1,drop,P0,0.11047406593628425,0.0020212004956935816,0.1,0.0,4.5,0.7071067811865476,120.5,6.363961030678928,0.4555,0.020506096654409837,0.15015,0.0031819805153394665,0.0,0.0,0.7372291760702754,0.007411473892249967,,
device_0,0.975,1.2,0.1,drop,P1,0.11894847607054201,0.0018891617330222276,0.033,0.0015556349186104026,3.5,0.7071067811865476,43.5,7.7781745930520225,1.0,0.0,0.16205,0.004030508652763309,0.0,0.0,0.7956118421814058,0.005069877792959307,,
device_0,0.975,1.2,0.1,drop,P2,0.09275421689544527,0.002479534807672942,0.1,0.0,9.0,1.4142135623730951,255.0,5.656854249492381,1.0,0.0,0.09505,0.005586143571373733,0.0,0.0,0.4664168200178235,0.012851669635380994,,
device_0,0.975,1.2,0.1,drop,P2prime,0.09357066452593923,0.0016158363772997173,0.1,0.0,3.5,0.7071067811865476,43.5,7.7781745930520225,0.979,0.029698484809835023,0.09770000000000001,0.0018384776310850222,0.0,0.0,0.4797200328692291,0.00596191440221289,,
device_0,0.975,1.2,0.1,drop,P3,0.10333481389322904,0.00727433277542984,0.10025,0.0003535533905932741,16.5,17.67766952966369,82.5,2.1213203435596424,0.5679253731343283,0.1952670099330373,0.13829999999999998,0.0251730014102411,0.0,0.0,0.6773397625082462,0.10241746468880362,55.0,63.63961030678928
device_0,0.975,1.2,0.1,late,P0,0.11960972860286836,0.002471533020732926,0.1,0.0,4.0,0.0,109.5,6.363961030678928,0.4515,0.010606601717798222,0.15084999999999998,0.005020458146424513,0.0,0.0,0.7405262259412289,0.0015109381558113053,,
device_0,0.975,1.2,0.1,late,P1,0.12450929935546459,0.0021346545460157727,0.033,0.0015556349186104026,3.5,0.7071067811865476,43.5,7.7781745930520225,1.0,0.0,0.16205,0.004030508652763309,0.0,0.0,0.7956118421814058,0.005069877792959307,,
device_0,0.975,1.2,0.1,late,P2,0.1053586218510741,0.00253041735034454,0.1,0.0,12.0,2.8284271247461903,239.0,12.727922061357855,1.0,0.0,0.09505,0.005586143571373733,0.0,0.0,0.4664168200178235,0.012851669635380994,,
device_0,0.975,1.2,0.1,late,P2prime,0.10659145769133867,0.0019020891392731087,0.1,0.0,3.5,0.7071067811865476,43.5,7.7781745930520225,0.9735,0.03747665940288701,0.09770000000000001,0.0018384776310850222,0.0,0.0,0.4797200328692291,0.00596191440221289,,
device_0,0.975,1.2,0.1,late,P3,0.11434901394560029,0.005753869171542227,0.1001,0.00014142135623730864,12.5,12.020815280171307,85.0,9.899494936611665,0.5310928143712574,0.17523122239164832,0.14195,0.02312239174480011,0.0,0.0,0.6954243486915963,0.0917856567989275,55.0,63.63961030678928
device_0,0.975,1.2,0.15,drop,P0,0.10420723962787312,0.001720947443670595,0.15,0.0,5.5,0.7071067811865476,210.0,5.656854249492381,0.3616666666666667,0.017441967269268156,0.14179999999999998,0.003394112549695437,0.0,0.0,0.6962012314387231,0.005088291392691651,,
device_0,0.975,1.2,0.15,drop,P1,0.11894847607054201,0.0018891617330222276,0.033,0.0015556349186104026,3.5,0.7071067811865476,43.5,7.7781745930520225,1.0,0.0,0.16205,0.004030508652763309,0.0,0.0,0.7956118421814058,0.005069877792959307,,
device_0,0.975,1.2,0.15,drop,P2,0.07343348078719153,0.002461388643417787,0.15,0.0,20.0,0.0,302.5,20.506096654409877,1.0,0.0,0.04505,0.005586143571373728,0.0,0.0,0.2208379628022175,0.020524002857171784,,
device_0,0.975,1.2,0.15,drop,P2prime,0.08595842688492242,0.0015554966031565095,0.15,0.0,3.5,0.7071067811865476,43.5,7.7781745930520225,0.659,0.024984439601924636,0.09755,0.0016263455967290568,0.0,0.0,0.4789995717741282,0.006980800254066723,,
device_0,0.975,1.2,0.15,drop,P3,0.09407446717916801,0.00904374005625018,0.15015,0.0002121320343559507,16.5,17.67766952966369,119.5,3.5355339059327378,0.4390119760479042,0.16638885914986445,0.12940000000000002,0.030547012947258836,0.0,0.0,0.6332144138513709,0.13017801224076847,55.0,63.63961030678928
device_0,0.975,1.2,0.15,late,P0,0.11614808209324412,0.0020248144053267862,0.15,0.0,5.0,0.0,205.0,2.8284271247461903,0.357,0.013670731102939905,0.14229999999999998,0.003394112549695437,0.0,0.0,0.6986570200108793,0.005165014724909486,,
device_0,0.975,1.2,0.15,late,P1,0.12450929935546459,0.0021346545460157727,0.033,0.0015556349186104026,3.5,0.7071067811865476,43.5,7.7781745930520225,1.0,0.0,0.16205,0.004030508652763309,0.0,0.0,0.7956118421814058,0.005069877792959307,,
device_0,0.975,1.2,0.15,late,P2,0.09196076729995437,0.0025042899471599605,0.15,0.0,24.0,2.8284271247461903,299.0,22.627416997969522,1.0,0.0,0.04505,0.005586143571373728,0.0,0.0,0.2208379628022175,0.020524002857171784,,
device_0,0.975,1.2,0.15,late,P2prime,0.1013419242546788,0.001881624942737463,0.15,0.0,3.5,0.7071067811865476,43.5,7.7781745930520225,0.6499999999999999,0.02639865316429781,0.09755,0.0016263455967290568,0.0,0.0,0.4789995717741282,0.006980800254066723,,
device_0,0.975,1.2,0.15,late,P3,0.10466836406073077,0.0017507711529296313,0.15045,0.0006363961030679012,23.5,0.7071067811865476,163.0,16.97056274847714,0.5237090788601724,0.025044419501190313,0.11624999999999999,0.001484924240491758,0.0,0.0,0.5708569146904621,0.010544854780029181,100.0,0.0
